Angle (degrees),a,b,c,d,,
29.4800837415696,0.032833090661235,0.87052681189364,0.491024498301181,0.804829450843964,,2.19921385170002
29.2585652323112,0.036439848533474,0.872422952599145,0.487391351192291,0.800623696172455,,2.19687784849736
29.2765434238169,0.028949235396078,0.872269549822558,0.488167772617503,0.806722447232365,,2.1961090050685
29.3380933793813,0.03070679091539,0.871743711397026,0.488998972014683,0.805046014341641,,2.19649548866874
29.0969593303789,0.028321535211755,0.873798031475975,0.485463583425121,0.803458513100332,,2.19104166321318
28.8956303706357,0.02591326701039,0.87550138170443,0.482520293072201,0.805980386069801,,2.18991532785682
29.5993775890372,0.032273470417912,0.869500295203983,0.492876921500055,0.807423794832415,,2.20207448195436
29.3943284635518,0.022604118175141,0.871262399934182,0.490296730870658,0.802995228699546,,2.18715847767953
30.1218416195122,0.026810731798596,0.864960177719992,0.501123812664119,0.807204921854999,,2.20009964403771
30.456512978393,0.031549811181185,0.86201412963533,0.505901422930867,0.80912991135093,,2.20859527509831
30.1670339722762,0.026898958411254,0.864564079316829,0.501802151043052,0.806125598303122,,2.19939078707426
29.7661191851907,0.018997291137887,0.86805917812747,0.496097133833771,0.805104299174569,,2.1882579022737
29.7624459544966,0.010110272432781,0.868091004426396,0.496302116079818,0.810262353079232,,2.18476574601823
29.4657396010305,0.014654073565438,0.870649988322561,0.491684711946449,0.811728211999732,,2.18871698583418
30.034942119456,0.016543513307378,0.865720315239827,0.500254583135931,0.832386588792538,,2.21490500047567
31.1815036786204,0.007578152707438,0.855531445950938,0.517695389771476,0.839789699664386,,2.22059468809424
30.9083658610126,0.002491881497168,0.857989913484607,0.513660489900947,0.84339615858351,,2.21753844346623
31.6334666071752,0.000504076397366,0.85142072739657,0.524483070142862,0.842919613072352,,2.21932748700915
32.8049806053729,0.002349928314523,0.840519510728896,0.541776180651174,0.837097091050079,,2.22174271074467
33.7457148391087,-0.003202077941044,0.831511161167313,0.55549881687637,0.827709499861088,,2.21151739996373
33.3063512501247,-0.011644300219565,0.835746496929674,0.548991988231318,0.822864918902888,,2.19595910384432
32.126427332173,-0.001155985557988,0.846876726895343,0.531787996423781,0.817800661297536,,2.19530939905867
31.3054118321939,-0.00529146759201,0.85440975551227,0.519572872710062,0.818468548817714,,2.18715970944804
29.4503295219514,0.015385739407774,0.870782257407758,0.4914280610697,0.811924808447583,,2.18952086633282
31.2225600518453,0.007154256108492,0.85516022218305,0.518314393988215,0.805594969199495,,2.18622384147925
32.2677084509818,0.011461401841068,0.845562856660615,0.533752837654075,0.803261330238376,,2.19403842639413
31.7721107064928,-0.001173486008995,0.850149093293782,0.526540731665032,0.800863831150959,,2.17638017010078
29.5770520505381,0.001115556215592,0.869692692010573,0.493592318617027,0.804202421424861,,2.16860298826805
31.373543899617,0.011781139930643,0.853791280418406,0.520482136315391,0.802167718779029,,2.18822227544347
29.8444849148713,0.01094799459864,0.867379337184554,0.497527111662823,0.801103666876965,,2.17695811032298
29.3627639596599,0.014906289157997,0.871532661294178,0.490110827100387,0.809990444539743,,2.18654022209231
30.2774170133099,0.02024326569946,0.863594341824233,0.503780729050834,0.813632419427595,,2.20125075600212
32.6744120609331,0.018351150390259,0.841751965989115,0.539552465505269,0.83772384110549,,2.23737942299013
32.448733983776,0.012412968755915,0.843871862755802,0.536401153480972,0.838598539696481,,2.23128452468917
32.4444206396528,0.015321901020579,0.843912252557529,0.536262388511812,0.840315844658788,,2.23581238674871
32.2736809490603,0.021042885756718,0.845507200975299,0.533549219901918,0.844122288253477,,2.24422159488741
32.2607959866587,0.016564610102591,0.845627260102125,0.533516776366332,0.84652033826375,,2.2422289848348
31.8354579677513,0.014403081371371,0.849566419300375,0.527284980294479,0.846832226506833,,2.23808670747306
31.9991159460132,0.00998185249823,0.848056272525754,0.529812156571013,0.84591491637818,,2.23376519797318
31.6310396986995,0.003923394901694,0.851442942457512,0.524432572130811,0.840511636733507,,2.22031054622352
33.0523323140531,0.000941962944874,0.83817276058441,0.545404011829872,0.836504978152144,,2.2210237135113
33.1204323568022,0.001464422200296,0.837523916899377,0.546398704326012,0.836318350550395,,2.22170539397608
29.548790755816,0.033216197069051,0.869936052541292,0.492044661327754,0.806872961831317,,2.20206987276941
29.4933508834936,0.032776739812751,0.870412835328678,0.49123027331623,0.807248124185182,,2.20166797264284
