Angle (degrees),a,b,c,d
28.80707422485298,0.02182446445230831,0.8762471919535177,0.48136737669366947,0.8091437232828084
28.85567013470693,0.012659940413334184,0.8758381815275252,0.4824388103037406,0.8122109299301568
28.929100860015712,0.008332589383632207,0.8752189521531792,0.48365520130156225,0.8080420635426222
29.031745079661075,0.005094755587438542,0.874350961151337,0.4852673904140248,0.8087133864432736
28.935929548908653,0.0066981773695629935,0.8751612938545661,0.4837849151831086,0.8077620097968374
28.6035253101345,0.0023448500337979665,0.8779535206846929,0.4787401353507678,0.8049802799282515
28.800503717619094,0.0013111442612971274,0.8763024446576605,0.4817595939758066,0.8067939938132792
28.662051487799257,0.00291824991162603,0.8774640360313541,0.4796335573007999,0.8043532112902614
28.73248452753995,0.0014841491219269776,0.8768737542865934,0.4807184376999894,0.8055539512944303
28.75981684502035,0.001496476015844006,0.8766443320187619,0.4811366497149355,0.8067303632776556
28.682558239349937,0.001526105124353949,0.8772923108496795,0.4799540314729931,0.8050042542871811
28.307245516534465,0.0010118679262901837,0.8804173941657669,0.4741984691810596,0.8052106899631716
29.544084909874297,0.006949511435909297,0.8699765544465723,0.49304411466325454,0.8105679699155725
29.968191941379636,0.004905729843417075,0.8663028479925635,0.49949505440462233,0.8158847895089515
30.204489074098024,0.00422186432637627,0.8642353881291734,0.5030699452032755,0.820629944039856
30.4675023106793,0.009243743950163114,0.8619168933659918,0.506965306631629,0.822604502238964
30.4974475141771,0.0039345052259620325,0.8616517700560223,0.5074847257090113,0.8241714701395194
31.551527114052057,0.012644464432979495,0.8521699273647744,0.523112351617048,0.8215862820155904
31.949455320097975,0.019147345110920918,0.8485152455609297,0.5288244105805615,0.8171314367827689
30.929228529220143,0.024815712216511365,0.8578028191957556,0.5133794929747401,0.813932597708859
30.022470948339176,0.024422209629462486,0.8658292411685125,0.49974321487577245,0.8092935413720554
31.19958707056195,0.030642117536044313,0.8553679935476937,0.517113774953926,0.8054019791296481
30.425055104578245,0.024327872996543678,0.8622923011828206,0.5058261973408454,0.8055845684821151
29.493678395172964,0.02631594193878621,0.8704100211213804,0.491623703996616,0.8082958619956595
29.43143227265458,0.022302623632982656,0.8709443718798782,0.49087523269141425,0.8084934491213108
29.916774125930235,0.016089492989021074,0.8667507726581997,0.49848192175019734,0.8087251335239981
29.929346615171696,0.010931861670063292,0.8666413122769798,0.4988119187181285,0.8092619697290144
29.59047324568004,0.012899557644474629,0.8695770467950157,0.4936287685091258,0.8154754111647917
30.973216289540908,0.013495099828200931,0.8574079687625166,0.5144603555019204,0.8161883781703295
31.56034702458198,0.010694524880710857,0.8520893676742342,0.5232870499392276,0.8213830889965018
31.564331922811945,0.009664086471144176,0.8520529636115067,0.523366365592523,0.8263511255550655
31.30506888630385,0.008624478552724664,0.8544128655798217,0.5195231212384787,0.8197567443088685
30.795838088426365,0.009535969571854165,0.8589970889769635,0.5118916549558384,0.8182921877129308
31.338331271145112,0.0061832603047459085,0.8541110770793067,0.5200538773073713,0.8242421116657053
31.132893058662816,0.00788378581428683,0.8559704057695035,0.5169647090160275,0.8194727217982772
31.25211548840979,0.007073760922183632,0.8548927158204951,0.5187565964336972,0.8214281486490481
31.403416821426248,0.006220913701544125,0.8535197254608275,0.5210233953307581,0.823219339181787
31.376444833774997,0.010367896296509426,0.8537649201199191,0.5205554417149175,0.825014521617134
31.521389037518116,0.00491783927989552,0.8524450514629333,0.5227936964933434,0.8252331977915577
31.422253916386055,0.009005250110222357,0.8533483706144309,0.5212633344482883,0.8245313508159479
31.10359192656557,0.00921188158095907,0.8562347009551773,0.5165048674678069,0.8197946441735308
31.09504576235243,0.008074951105080996,0.85631174487859,0.516396156790148,0.8186395456243425
31.378748376587158,0.0099718240670702,0.8537439866566744,0.5205975105322187,0.8247262129301447
